,ds,y
1471,2015-09-14,1108.23
1472,2015-09-15,1105.19
1473,2015-09-16,1118.96
1474,2015-09-17,1131.11
1475,2015-09-18,1139.55
1476,2015-09-21,1133.84
1477,2015-09-22,1125.42
1478,2015-09-23,1130.55
1479,2015-09-24,1153.56
1480,2015-09-25,1146.81
1481,2015-09-28,1132.56
1482,2015-09-29,1127.87
1483,2015-09-30,1115.34
1484,2015-10-01,1114.07
1485,2015-10-02,1137.99
1486,2015-10-05,1135.9
1487,2015-10-06,1147.23
1488,2015-10-07,1145.55
1489,2015-10-08,1139.53
1490,2015-10-09,1157.58
1491,2015-10-12,1164.59
1492,2015-10-13,1169.19
1493,2015-10-14,1183.79
1494,2015-10-15,1183.65
1495,2015-10-16,1176.38
1496,2015-10-19,1171.07
1497,2015-10-20,1176.09
1498,2015-10-21,1168.32
1499,2015-10-22,1165.97
1500,2015-10-23,1165.02
1501,2015-10-26,1163.51
1502,2015-10-27,1166.9
1503,2015-10-28,1157.61
1504,2015-10-29,1147.8
1505,2015-10-30,1142.22
1506,2015-11-02,1134.72
1507,2015-11-03,1117.93
1508,2015-11-04,1107.95
1509,2015-11-05,1104.63
1510,2015-11-06,1088.36
1511,2015-11-09,1092.28
1512,2015-11-10,1090.32
1513,2015-11-11,1086.46
1514,2015-11-12,1085.8
1515,2015-11-13,1082.07
1516,2015-11-16,1083.94
1517,2015-11-17,1071.24
1518,2015-11-18,1070.7
1519,2015-11-19,1082.07
1520,2015-11-20,1077.73
1521,2015-11-23,1068.63
1522,2015-11-24,1075.6
1523,2015-11-25,1072.13
1524,2015-11-26,1072.22
1525,2015-11-27,1058.63
1526,2015-11-30,1064.66
1527,2015-12-01,1069.24
1528,2015-12-02,1054.13
1529,2015-12-03,1061.79
1530,2015-12-04,1087.07
1531,2015-12-07,1071.34
1532,2015-12-08,1075.03
1533,2015-12-09,1073.22
1534,2015-12-10,1072.08
1535,2015-12-11,1077.26
1536,2015-12-14,1060.19
1537,2015-12-15,1061.73
1538,2015-12-16,1072.26
1539,2015-12-17,1051.58
1540,2015-12-18,1066.65
1541,2015-12-21,1080.28
1542,2015-12-22,1072.47
1543,2015-12-23,1071.13
1544,2015-12-24,1076.88
1545,2015-12-28,1069.83
1546,2015-12-29,1069.11
1547,2015-12-30,1061.53
1548,2015-12-31,1061.46
1549,2016-01-04,1074.42
1550,2016-01-05,1077.94
1551,2016-01-06,1093.77
1552,2016-01-07,1109.92
1553,2016-01-08,1103.96
1554,2016-01-11,1094.56
1555,2016-01-12,1086.41
1556,2016-01-13,1093.66
1557,2016-01-14,1079.23
1558,2016-01-15,1088.11
1559,2016-01-18,1089.1
1560,2016-01-19,1087.83
1561,2016-01-20,1101.32
1562,2016-01-21,1101.41
1563,2016-01-22,1097.66
1564,2016-01-25,1107.95
1565,2016-01-26,1120.08
1566,2016-01-27,1125.06
1567,2016-01-28,1115.13
1568,2016-01-29,1117.69
1569,2016-02-01,1127.9
1570,2016-02-02,1129.07
1571,2016-02-03,1142.65
1572,2016-02-04,1156.09
1573,2016-02-05,1173.45
1574,2016-02-08,1189.42
1575,2016-02-09,1189.08
1576,2016-02-10,1195.8
1577,2016-02-11,1247.25
1578,2016-02-12,1238.61
1579,2016-02-15,1209.52
1580,2016-02-16,1200.8
1581,2016-02-17,1209.41
1582,2016-02-18,1230.9
1583,2016-02-19,1229.46
1584,2016-02-22,1208.38
1585,2016-02-23,1226.09
1586,2016-02-24,1228.87
1587,2016-02-25,1233.17
1588,2016-02-26,1224.01
1589,2016-02-29,1238.86
1590,2016-03-01,1232.66
1591,2016-03-02,1239.83
1592,2016-03-03,1264.87
1593,2016-03-04,1261.55
1594,2016-03-07,1267.54
1595,2016-03-08,1261.67
1596,2016-03-09,1253.93
1597,2016-03-10,1272.29
1598,2016-03-11,1250.22
1599,2016-03-14,1233.94
1600,2016-03-15,1233.46
1601,2016-03-16,1260.7
1602,2016-03-17,1257.17
1603,2016-03-18,1255.67
1604,2016-03-21,1243.69
1605,2016-03-22,1248.76
1606,2016-03-23,1222.44
1607,2016-03-24,1217.18
1608,2016-03-28,1221.97
1609,2016-03-29,1242.05
1610,2016-03-30,1225.37
1611,2016-03-31,1232.95
1612,2016-04-01,1223.75
1613,2016-04-04,1215.59
1614,2016-04-05,1231.32
1615,2016-04-06,1222.73
1616,2016-04-07,1240.42
1617,2016-04-08,1239.8
1618,2016-04-11,1258.1
1619,2016-04-12,1255.49
1620,2016-04-13,1242.88
1621,2016-04-14,1227.85
1622,2016-04-15,1234.26
1623,2016-04-18,1232.25
1624,2016-04-19,1250.29
1625,2016-04-20,1244.09
1626,2016-04-21,1248.33
1627,2016-04-22,1233.84
1628,2016-04-25,1238.32
1629,2016-04-26,1243.64
1630,2016-04-27,1245.78
1631,2016-04-28,1266.25
1632,2016-04-29,1293.03
1633,2016-05-02,1291.85
1634,2016-05-03,1286.62
1635,2016-05-04,1279.7
1636,2016-05-05,1278.12
1637,2016-05-06,1288.89
1638,2016-05-09,1264.09
1639,2016-05-10,1265.96
1640,2016-05-11,1277.28
1641,2016-05-12,1263.55
1642,2016-05-13,1273.9
1643,2016-05-16,1274.28
1644,2016-05-17,1279.1
1645,2016-05-18,1258.75
1646,2016-05-19,1255.41
1647,2016-05-20,1252.7
1648,2016-05-23,1249.01
1649,2016-05-24,1227.09
1650,2016-05-25,1224.16
1651,2016-05-26,1220.47
1652,2016-05-27,1210.39
1653,2016-05-30,1205.73
1654,2016-05-31,1215.74
1655,2016-06-01,1213.39
1656,2016-06-02,1211.38
1657,2016-06-03,1244.37
1658,2016-06-06,1244.87
1659,2016-06-07,1243.83
1660,2016-06-08,1262.7
1661,2016-06-09,1269.36
1662,2016-06-10,1274.55
1663,2016-06-13,1284.57
1664,2016-06-14,1285.93
1665,2016-06-15,1292.59
1666,2016-06-16,1278.52
1667,2016-06-17,1298.62
1668,2016-06-20,1290.48
1669,2016-06-21,1268.57
1670,2016-06-22,1266.37
1671,2016-06-23,1255.92
1672,2016-06-24,1318.56
1673,2016-06-27,1324.33
1674,2016-06-28,1311.5
1675,2016-06-29,1319.52
1676,2016-06-30,1321.94
1677,2016-07-01,1343.61
1678,2016-07-04,1350.93
1679,2016-07-05,1356.4
1680,2016-07-06,1364.0
1681,2016-07-07,1360.88
1682,2016-07-08,1366.65
1683,2016-07-11,1355.36
1684,2016-07-12,1333.79
1685,2016-07-13,1342.78
1686,2016-07-14,1335.3
1687,2016-07-15,1329.15
1688,2016-07-18,1328.87
1689,2016-07-19,1332.22
1690,2016-07-20,1316.28
1691,2016-07-21,1331.13
1692,2016-07-22,1323.44
1693,2016-07-25,1315.65
1694,2016-07-26,1320.2
1695,2016-07-27,1340.54
1696,2016-07-28,1336.18
1697,2016-07-29,1352.15
1698,2016-08-01,1353.17
1699,2016-08-02,1364.16
1700,2016-08-03,1358.26
1701,2016-08-04,1359.97
1702,2016-08-05,1336.76
1703,2016-08-08,1335.33
1704,2016-08-09,1340.75
1705,2016-08-10,1346.67
1706,2016-08-11,1339.0
1707,2016-08-12,1335.05
1708,2016-08-15,1339.4
1709,2016-08-16,1346.46
1710,2016-08-17,1349.19
1711,2016-08-18,1351.95
1712,2016-08-19,1340.55
1713,2016-08-22,1338.77
1714,2016-08-23,1337.31
1715,2016-08-24,1324.13
1716,2016-08-25,1321.7
1717,2016-08-26,1320.89
1718,2016-08-29,1323.29
1719,2016-08-30,1311.44
1720,2016-08-31,1308.88
1721,2016-09-01,1313.79
1722,2016-09-02,1325.34
1723,2016-09-05,1327.18
1724,2016-09-06,1348.99
1725,2016-09-07,1346.31
1726,2016-09-08,1338.01
1727,2016-09-09,1329.23
1728,2016-09-12,1327.43
1729,2016-09-13,1318.59
1730,2016-09-14,1321.73
1731,2016-09-15,1314.67
1732,2016-09-16,1311.2
1733,2016-09-19,1312.99
1734,2016-09-20,1314.85
1735,2016-09-21,1334.56
1736,2016-09-22,1336.63
1737,2016-09-23,1337.64
1738,2016-09-26,1337.75
1739,2016-09-27,1327.28
1740,2016-09-28,1321.43
1741,2016-09-29,1320.33
1742,2016-09-30,1317.57
1743,2016-10-03,1311.01
1744,2016-10-04,1268.45
1745,2016-10-05,1266.58
1746,2016-10-06,1254.11
1747,2016-10-07,1254.97
1748,2016-10-10,1259.31
1749,2016-10-11,1252.7
1750,2016-10-12,1255.01
1751,2016-10-13,1257.85
1752,2016-10-14,1251.72
1753,2016-10-17,1255.51
1754,2016-10-18,1262.49
1755,2016-10-19,1269.01
1756,2016-10-20,1265.48
1757,2016-10-21,1266.81
1758,2016-10-24,1264.23
1759,2016-10-25,1274.1
1760,2016-10-26,1266.69
1761,2016-10-27,1268.41
1762,2016-10-28,1274.68
1763,2016-10-31,1276.66
1764,2016-11-01,1288.36
1765,2016-11-02,1297.64
1766,2016-11-03,1302.13
1767,2016-11-04,1304.29
1768,2016-11-07,1281.35
1769,2016-11-08,1275.38
1770,2016-11-09,1278.0
1771,2016-11-10,1258.81
1772,2016-11-11,1227.54
1773,2016-11-14,1221.03
1774,2016-11-15,1228.45
1775,2016-11-16,1225.05
1776,2016-11-17,1216.08
1777,2016-11-18,1207.87
1778,2016-11-21,1213.94
1779,2016-11-22,1212.38
1780,2016-11-23,1188.48
1781,2016-11-24,1184.0
1782,2016-11-25,1184.27
1783,2016-11-28,1193.82
1784,2016-11-29,1188.31
1785,2016-11-30,1173.32
1786,2016-12-01,1171.61
1787,2016-12-02,1175.78
1788,2016-12-05,1170.54
1789,2016-12-06,1170.0
1790,2016-12-07,1173.93
1791,2016-12-08,1170.57
1792,2016-12-09,1158.9
1793,2016-12-12,1162.24
1794,2016-12-13,1158.61
1795,2016-12-14,1142.92
1796,2016-12-15,1128.6
1797,2016-12-16,1133.6
1798,2016-12-19,1137.84
1799,2016-12-20,1132.38
1800,2016-12-21,1131.51
1801,2016-12-22,1128.28
1802,2016-12-23,1131.77
1803,2016-12-27,1138.81
1804,2016-12-28,1141.5
1805,2016-12-29,1158.12
1806,2016-12-30,1150.91
1807,2017-01-03,1158.82
1808,2017-01-04,1163.53
1809,2017-01-05,1180.46
1810,2017-01-06,1172.3
1811,2017-01-09,1181.0
1812,2017-01-10,1187.7
1813,2017-01-11,1191.5
1814,2017-01-12,1195.8
1815,2017-01-13,1198.39
1816,2017-01-16,1203.18
1817,2017-01-17,1217.15
1818,2017-01-18,1204.29
1819,2017-01-19,1204.53
1820,2017-01-20,1207.68
1821,2017-01-23,1218.22
1822,2017-01-24,1208.86
1823,2017-01-25,1200.67
1824,2017-01-26,1188.95
1825,2017-01-27,1190.91
1826,2017-01-30,1195.51
1827,2017-01-31,1210.61
1828,2017-02-01,1209.65
1829,2017-02-02,1215.78
1830,2017-02-03,1219.27
1831,2017-02-06,1235.45
1832,2017-02-07,1233.75
1833,2017-02-08,1241.51
1834,2017-02-09,1230.91
1835,2017-02-10,1233.81
1836,2017-02-13,1225.33
1837,2017-02-14,1228.09
1838,2017-02-15,1233.67
1839,2017-02-16,1239.1
1840,2017-02-17,1236.12
1841,2017-02-20,1237.82
1842,2017-02-21,1235.78
1843,2017-02-22,1237.49
1844,2017-02-23,1249.63
1845,2017-02-24,1256.68
1846,2017-02-27,1253.04
1847,2017-02-28,1248.89
1848,2017-03-01,1248.87
1849,2017-03-02,1234.46
1850,2017-03-03,1234.3
1851,2017-03-06,1225.47
1852,2017-03-07,1216.84
1853,2017-03-08,1207.51
1854,2017-03-09,1203.29
1855,2017-03-10,1204.45
1856,2017-03-13,1203.95
1857,2017-03-14,1198.94
1858,2017-03-15,1218.47
1859,2017-03-16,1227.3
1860,2017-03-17,1229.42
1861,2017-03-20,1234.51
1862,2017-03-21,1244.59
1863,2017-03-22,1248.43
1864,2017-03-23,1244.46
1865,2017-03-24,1243.73
1866,2017-03-27,1254.47
1867,2017-03-28,1251.9
1868,2017-03-29,1253.7
1869,2017-03-30,1242.34
1870,2017-03-31,1247.31
1871,2017-04-03,1253.55
1872,2017-04-04,1256.27
1873,2017-04-05,1255.52
1874,2017-04-06,1251.49
1875,2017-04-07,1254.75
1876,2017-04-10,1254.14
1877,2017-04-11,1273.57
1878,2017-04-12,1287.06
1879,2017-04-13,1286.99
1880,2017-04-17,1285.16
1881,2017-04-18,1289.63
1882,2017-04-19,1279.96
1883,2017-04-20,1282.18
1884,2017-04-21,1284.94
1885,2017-04-24,1276.01
1886,2017-04-25,1263.92
1887,2017-04-26,1268.23
1888,2017-04-27,1264.65
1889,2017-04-28,1268.16
1890,2017-05-01,1256.15
1891,2017-05-02,1256.95
1892,2017-05-03,1237.56
1893,2017-05-04,1227.89
1894,2017-05-05,1229.41
1895,2017-05-08,1225.51
1896,2017-05-09,1221.11
1897,2017-05-10,1219.34
1898,2017-05-11,1224.98
1899,2017-05-12,1228.01
1900,2017-05-15,1231.06
1901,2017-05-16,1236.78
1902,2017-05-17,1261.91
1903,2017-05-18,1246.88
1904,2017-05-19,1255.14
1905,2017-05-22,1260.65
1906,2017-05-23,1251.44
1907,2017-05-24,1259.86
1908,2017-05-25,1254.99
1909,2017-05-26,1267.36
1910,2017-05-29,1266.88
1911,2017-05-30,1262.35
1912,2017-05-31,1268.58
1913,2017-06-01,1265.11
1914,2017-06-02,1278.29
1915,2017-06-05,1276.57
1916,2017-06-06,1293.83
1917,2017-06-07,1287.49
1918,2017-06-08,1277.27
1919,2017-06-09,1267.65
1920,2017-06-12,1266.19
1921,2017-06-13,1266.31
1922,2017-06-14,1261.26
1923,2017-06-15,1254.89
1924,2017-06-16,1254.55
1925,2017-06-19,1244.36
1926,2017-06-20,1243.68
1927,2017-06-21,1247.68
1928,2017-06-22,1250.58
1929,2017-06-23,1255.86
1930,2017-06-26,1245.31
1931,2017-06-27,1247.63
1932,2017-06-28,1249.49
1933,2017-06-29,1244.72
1934,2017-06-30,1241.38
1935,2017-07-03,1219.22
1936,2017-07-04,1223.98
1937,2017-07-05,1227.35
1938,2017-07-06,1224.6
1939,2017-07-07,1211.97
1940,2017-07-10,1214.39
1941,2017-07-11,1218.18
1942,2017-07-12,1218.29
1943,2017-07-13,1217.57
1944,2017-07-14,1228.47
1945,2017-07-17,1234.1
1946,2017-07-18,1242.4
1947,2017-07-19,1240.26
1948,2017-07-20,1244.0
1949,2017-07-21,1254.29
1950,2017-07-24,1255.08
1951,2017-07-25,1250.1
1952,2017-07-26,1261.31
1953,2017-07-27,1258.65
1954,2017-07-28,1269.18
1955,2017-07-31,1269.4
1956,2017-08-01,1268.66
1957,2017-08-02,1266.65
1958,2017-08-03,1267.92
1959,2017-08-04,1258.82
1960,2017-08-07,1257.18
1961,2017-08-08,1260.28
1962,2017-08-09,1277.37
1963,2017-08-10,1286.56
1964,2017-08-11,1290.96
1965,2017-08-14,1282.04
1966,2017-08-15,1271.5
1967,2017-08-16,1283.15
1968,2017-08-17,1287.53
1969,2017-08-18,1286.6
1970,2017-08-21,1291.98
1971,2017-08-22,1285.05
1972,2017-08-23,1290.75
1973,2017-08-24,1288.18
1974,2017-08-25,1291.08
1975,2017-08-28,1310.84
1976,2017-08-29,1309.86
1977,2017-08-30,1308.41
1978,2017-08-31,1320.64
1979,2017-09-01,1325.67
1980,2017-09-04,1334.38
1981,2017-09-05,1339.68
1982,2017-09-06,1334.29
1983,2017-09-07,1349.2
1984,2017-09-08,1346.54
1985,2017-09-11,1328.15
1986,2017-09-12,1332.0
1987,2017-09-13,1324.14
1988,2017-09-14,1328.97
1989,2017-09-15,1320.91
1990,2017-09-18,1307.22
1991,2017-09-19,1311.15
1992,2017-09-20,1300.93
1993,2017-09-21,1291.98
1994,2017-09-22,1297.19
1995,2017-09-25,1310.78
1996,2017-09-26,1293.11
1997,2017-09-27,1282.82
1998,2017-09-28,1286.0
1999,2017-09-29,1280.59
2000,2017-10-02,1271.14
2001,2017-10-03,1271.65
2002,2017-10-04,1274.24
2003,2017-10-05,1268.37
2004,2017-10-06,1274.88
2005,2017-10-09,1283.55
2006,2017-10-10,1288.05
2007,2017-10-11,1291.75
2008,2017-10-12,1294.41
2009,2017-10-13,1303.5
2010,2017-10-16,1295.79
2011,2017-10-17,1285.7
2012,2017-10-18,1281.58
2013,2017-10-19,1289.86
2014,2017-10-20,1280.68
2015,2017-10-23,1281.5
2016,2017-10-24,1276.78
2017,2017-10-25,1276.98
2018,2017-10-26,1267.56
2019,2017-10-27,1273.25
2020,2017-10-30,1276.22
2021,2017-10-31,1271.31
2022,2017-11-01,1274.71
2023,2017-11-02,1278.61
2024,2017-11-03,1269.96
2025,2017-11-06,1281.38
2026,2017-11-07,1274.69
2027,2017-11-08,1281.55
2028,2017-11-09,1285.83
2029,2017-11-10,1275.9
2030,2017-11-13,1277.67
2031,2017-11-14,1278.37
2032,2017-11-15,1278.21
2033,2017-11-16,1278.86
2034,2017-11-17,1293.76
2035,2017-11-20,1276.78
2036,2017-11-21,1280.52
2037,2017-11-22,1292.09
2038,2017-11-23,1291.17
2039,2017-11-24,1288.59
2040,2017-11-27,1294.5
2041,2017-11-28,1293.95
2042,2017-11-29,1283.84
2043,2017-11-30,1274.87
2044,2017-12-01,1280.78
2045,2017-12-04,1276.13
2046,2017-12-05,1265.96
2047,2017-12-06,1263.31
2048,2017-12-07,1247.2
2049,2017-12-08,1248.02
2050,2017-12-11,1242.1
2051,2017-12-12,1244.56
2052,2017-12-13,1255.49
2053,2017-12-14,1252.88
2054,2017-12-15,1255.77
2055,2017-12-18,1262.3
2056,2017-12-19,1261.75
2057,2017-12-20,1265.54
2058,2017-12-21,1266.62
2059,2017-12-22,1274.12
2060,2017-12-26,1282.95
2061,2017-12-27,1287.15
2062,2017-12-28,1294.96
2063,2017-12-29,1303.33
2064,2018-01-02,1317.63
2065,2018-01-03,1313.15
2066,2018-01-04,1322.67
2067,2018-01-05,1320.5
2068,2018-01-08,1320.44
2069,2018-01-09,1312.79
2070,2018-01-10,1316.99
2071,2018-01-11,1322.41
2072,2018-01-12,1338.15
2073,2018-01-15,1340.15
2074,2018-01-16,1338.43
2075,2018-01-17,1326.98
2076,2018-01-18,1327.05
2077,2018-01-19,1332.28
2078,2018-01-22,1333.94
2079,2018-01-23,1341.29
2080,2018-01-24,1358.52
2081,2018-01-25,1348.06
2082,2018-01-26,1349.64
2083,2018-01-29,1340.4
2084,2018-01-30,1338.67
2085,2018-01-31,1345.13
2086,2018-02-01,1348.69
2087,2018-02-02,1331.97
2088,2018-02-05,1339.57
2089,2018-02-06,1324.25
2090,2018-02-07,1318.47
2091,2018-02-08,1318.75
2092,2018-02-09,1314.84
2093,2018-02-12,1322.71
2094,2018-02-13,1329.57
2095,2018-02-14,1350.61
2096,2018-02-15,1353.58
2097,2018-02-16,1348.76
2098,2018-02-19,1346.74
2099,2018-02-20,1329.2
2100,2018-02-21,1324.62
2101,2018-02-22,1331.56
2102,2018-02-23,1329.32
2103,2018-02-26,1333.34
2104,2018-02-27,1318.37
2105,2018-02-28,1318.23
2106,2018-03-01,1317.1
2107,2018-03-02,1321.95
2108,2018-03-05,1320.42
2109,2018-03-06,1334.58
2110,2018-03-07,1325.62
2111,2018-03-08,1322.05
2112,2018-03-09,1323.45
2113,2018-03-12,1323.0
2114,2018-03-13,1324.97
2115,2018-03-14,1325.5
2116,2018-03-15,1317.35
2117,2018-03-16,1313.77
2118,2018-03-19,1317.14
2119,2018-03-20,1311.2
2120,2018-03-21,1332.97
2121,2018-03-22,1330.22
2122,2018-03-23,1347.4
2123,2018-03-26,1353.52
2124,2018-03-27,1344.65
2125,2018-03-28,1325.04
2126,2018-03-29,1325.43
2127,2018-04-02,1341.31
2128,2018-04-03,1332.78
2129,2018-04-04,1333.38
2130,2018-04-05,1326.62
2131,2018-04-06,1333.45
2132,2018-04-09,1336.28
2133,2018-04-10,1339.48
2134,2018-04-11,1353.34
2135,2018-04-12,1335.15
2136,2018-04-13,1344.4
2137,2018-04-16,1345.68
2138,2018-04-17,1347.29
2139,2018-04-18,1349.39
2140,2018-04-19,1345.71
2141,2018-04-20,1335.66
2142,2018-04-23,1324.84
2143,2018-04-24,1330.35
2144,2018-04-25,1323.2
2145,2018-04-26,1316.93
2146,2018-04-27,1323.61
2147,2018-04-30,1315.93
2148,2018-05-01,1304.21
2149,2018-05-02,1305.72
2150,2018-05-03,1312.75
2151,2018-05-04,1314.34
2152,2018-05-07,1314.78
2153,2018-05-08,1313.25
2154,2018-05-09,1313.17
2155,2018-05-10,1320.67
2156,2018-05-11,1319.28
2157,2018-05-14,1314.11
2158,2018-05-15,1291.41
2159,2018-05-16,1290.38
2160,2018-05-17,1290.74
2161,2018-05-18,1291.89
2162,2018-05-21,1292.54
2163,2018-05-22,1291.62
2164,2018-05-23,1294.17
2165,2018-05-24,1304.48
2166,2018-05-25,1300.11
2167,2018-05-28,1297.7
2168,2018-05-29,1299.14
2169,2018-05-30,1300.43
2170,2018-05-31,1298.46
2171,2018-06-01,1293.65
2172,2018-06-04,1293.1
2173,2018-06-05,1295.02
2174,2018-06-06,1296.78
2175,2018-06-07,1294.43
2176,2018-06-08,1298.53
2177,2018-06-11,1300.39
2178,2018-06-12,1297.72
2179,2018-06-13,1299.5
2180,2018-06-14,1303.06
2181,2018-06-15,1279.97
2182,2018-06-18,1277.64
2183,2018-06-19,1275.37
2184,2018-06-20,1268.94
2185,2018-06-21,1266.47
2186,2018-06-22,1270.23
2187,2018-06-25,1265.53
2188,2018-06-26,1259.75
2189,2018-06-27,1252.93
2190,2018-06-28,1249.32
2191,2018-06-29,1252.55
2192,2018-07-02,1242.51
2193,2018-07-03,1252.12
2194,2018-07-04,1256.98
2195,2018-07-05,1257.41
2196,2018-07-06,1254.99
2197,2018-07-09,1258.23
2198,2018-07-10,1256.27
2199,2018-07-11,1242.39
2200,2018-07-12,1247.21
2201,2018-07-13,1241.67
2202,2018-07-16,1240.71
2203,2018-07-17,1228.16
2204,2018-07-18,1226.78
2205,2018-07-19,1222.92
2206,2018-07-20,1230.99
2207,2018-07-23,1225.92
2208,2018-07-24,1224.36
2209,2018-07-25,1232.77
2210,2018-07-26,1223.76
2211,2018-07-27,1223.56
2212,2018-07-30,1222.56
2213,2018-07-31,1222.92
2214,2018-08-01,1215.39
2215,2018-08-02,1208.59
2216,2018-08-03,1213.69
2217,2018-08-06,1206.17
2218,2018-08-07,1212.58
2219,2018-08-08,1211.75
2220,2018-08-09,1212.48
2221,2018-08-10,1211.51
2222,2018-08-13,1194.28
2223,2018-08-14,1193.88
2224,2018-08-15,1175.49
2225,2018-08-16,1176.6
2226,2018-08-17,1184.35
2227,2018-08-20,1190.46
2228,2018-08-21,1196.03
2229,2018-08-22,1196.67
2230,2018-08-23,1184.82
2231,2018-08-24,1205.76
2232,2018-08-27,1210.96
2233,2018-08-28,1201.89
2234,2018-08-29,1206.41
2235,2018-08-30,1200.33
2236,2018-08-31,1199.52
2237,2018-09-03,1201.38
2238,2018-09-04,1190.86
2239,2018-09-05,1196.69
2240,2018-09-06,1200.15
2241,2018-09-07,1196.45
2242,2018-09-10,1195.1
2243,2018-09-11,1196.81
2244,2018-09-12,1206.09
2245,2018-09-13,1201.95
2246,2018-09-14,1194.11
2247,2018-09-17,1201.34
2248,2018-09-18,1198.36
2249,2018-09-19,1204.04
2250,2018-09-20,1207.2
2251,2018-09-21,1199.01
2252,2018-09-24,1199.65
2253,2018-09-25,1200.04
2254,2018-09-26,1194.4
2255,2018-09-27,1182.7
2256,2018-09-28,1191.96
2257,2018-10-01,1188.45
2258,2018-10-02,1202.3
2259,2018-10-03,1198.21
2260,2018-10-04,1200.81
2261,2018-10-05,1202.97
2262,2018-10-08,1187.94
2263,2018-10-09,1189.75
2264,2018-10-10,1193.89
2265,2018-10-11,1223.39
2266,2018-10-12,1218.06
2267,2018-10-15,1226.18
2268,2018-10-16,1227.03
2269,2018-10-17,1223.51
2270,2018-10-18,1228.15
2271,2018-10-19,1226.44
2272,2018-10-22,1222.1
2273,2018-10-23,1231.62
2274,2018-10-24,1233.9
2275,2018-10-25,1231.58
2276,2018-10-26,1233.94
2277,2018-10-29,1230.24
2278,2018-10-30,1223.45
2279,2018-10-31,1215.37
2280,2018-11-01,1232.93
2281,2018-11-02,1233.04
2282,2018-11-05,1231.9
2283,2018-11-06,1227.46
2284,2018-11-07,1227.13
2285,2018-11-08,1223.63
2286,2018-11-09,1209.95
2287,2018-11-12,1200.01
2288,2018-11-13,1202.2
2289,2018-11-14,1211.69
2290,2018-11-15,1214.22
2291,2018-11-16,1222.05
2292,2018-11-19,1224.09
2293,2018-11-20,1221.33
2294,2018-11-21,1226.64
2295,2018-11-22,1227.38
2296,2018-11-23,1223.11
2297,2018-11-26,1223.53
2298,2018-11-27,1215.72
2299,2018-11-28,1221.14
2300,2018-11-29,1224.75
2301,2018-11-30,1222.13
2302,2018-12-03,1231.54
2303,2018-12-04,1239.03
2304,2018-12-05,1237.31
2305,2018-12-06,1238.42
2306,2018-12-07,1248.53
2307,2018-12-10,1244.45
2308,2018-12-11,1243.66
2309,2018-12-12,1245.64
2310,2018-12-13,1242.66
2311,2018-12-14,1238.43
2312,2018-12-17,1246.7
2313,2018-12-18,1248.35
2314,2018-12-19,1243.07
2315,2018-12-20,1260.68
2316,2018-12-21,1255.46
2317,2018-12-24,1269.2
2318,2018-12-26,1267.41
2319,2018-12-27,1275.59
2320,2018-12-28,1280.04
2321,2018-12-31,1282.56
2322,2019-01-02,1283.74
2323,2019-01-03,1293.53
2324,2019-01-04,1285.03
2325,2019-01-07,1288.78
2326,2019-01-08,1284.67
2327,2019-01-09,1292.77
2328,2019-01-10,1287.72
2329,2019-01-11,1288.25
2330,2019-01-14,1291.55
2331,2019-01-15,1289.34
2332,2019-01-16,1294.33
2333,2019-01-17,1291.85
2334,2019-01-18,1280.96
2335,2019-01-21,1280.28
2336,2019-01-22,1283.53
2337,2019-01-23,1283.15
2338,2019-01-24,1281.05
2339,2019-01-25,1300.23
2340,2019-01-28,1302.85
2341,2019-01-29,1310.86
2342,2019-01-30,1320.58
2343,2019-01-31,1321.37
2344,2019-02-01,1317.93
2345,2019-02-04,1311.3
2346,2019-02-05,1314.91
2347,2019-02-06,1307.21
2348,2019-02-07,1310.94
2349,2019-02-08,1314.45
2350,2019-02-11,1308.06
2351,2019-02-12,1310.3
2352,2019-02-13,1306.54
2353,2019-02-14,1311.97
2354,2019-02-15,1321.04
2355,2019-02-18,1326.53
2356,2019-02-19,1340.51
2357,2019-02-20,1339.14
2358,2019-02-21,1324.52
2359,2019-02-22,1328.46
2360,2019-02-25,1328.15
2361,2019-02-26,1328.52
2362,2019-02-27,1321.01
2363,2019-02-28,1312.45
2364,2019-03-01,1291.39
2365,2019-03-04,1287.38
2366,2019-03-05,1288.48
2367,2019-03-06,1286.06
2368,2019-03-07,1285.07
2369,2019-03-08,1300.17
2370,2019-03-11,1293.71
2371,2019-03-12,1301.22
2372,2019-03-13,1308.9
2373,2019-03-14,1296.48
2374,2019-03-15,1302.25
2375,2019-03-18,1303.89
2376,2019-03-19,1306.05
2377,2019-03-20,1313.69
2378,2019-03-21,1309.36
2379,2019-03-22,1313.31
2380,2019-03-25,1321.84
2381,2019-03-26,1316.08
2382,2019-03-27,1309.78
2383,2019-03-28,1290.6
2384,2019-03-29,1292.3
2385,2019-04-01,1287.7
2386,2019-04-02,1292.5
2387,2019-04-03,1290.46
2388,2019-04-04,1291.7
2389,2019-04-05,1291.91
2390,2019-04-08,1298.22
2391,2019-04-09,1305.19
2392,2019-04-10,1306.86
2393,2019-04-11,1293.17
2394,2019-04-12,1290.34
2395,2019-04-15,1289.0
2396,2019-04-16,1276.9
2397,2019-04-17,1274.54
2398,2019-04-18,1275.77
2399,2019-04-22,1274.86
2400,2019-04-23,1271.78
2401,2019-04-24,1275.62
2402,2019-04-25,1276.71
